free_time,station_name,time,city,label
2.75,Chavakachcheri AC,08:45,Chavakachcheri,"breakfast, visit beautiful place"
1.0,Marawila AC,12:30,Marawila,lunch
2.5,Liberty Plaza AC,13:45,Colombo,"lunch, shopping"
2.5,Kandy Gatambe,11:45,Kandy,"lunch, shopping"
0.25,Padukka Center,10:15,Padukka,none
2.0,Gampaha Town,08:15,Gampaha,breakfast
2.75,Tissamaharama DC,08:45,Tissamaharama,"breakfast, visit beautiful place"
3.0,Teldeniya AC,11:45,Teldeniya,"lunch, shopping"
3.0,Kadugannawa AC,21:30,Kadugannawa,"dinner, shopping"
4.5,Arugam Bay AC,16:15,Arugam Bay,visit beautiful place
5.0,Maskeliya Town,21:30,Maskeliya,"watch film, visit beautiful place"
3.0,Horana Town,22:30,Horana,visit beautiful place
0.5,Maharagama City,02:12,Maharagama,tea/coffee shop
0.5,Jaffna Central DC,06:34,Jaffna,tea/coffee shop
1.5,Beliatta Highway,19:30,Beliatta,dinner
4.5,Bandarawela Town,21:30,Bandarawela,"watch film, visit beautiful place"
3.0,Rajagiriya Flyover,22:00,Rajagiriya,visit beautiful place
4.0,Ratmalana DC,18:30,Ratmalana,visit beautiful place
0.75,Avissawella Center,08:30,Avissawella,"breakfast, tea/coffee shop"
0.5,Eheliyagoda DC,16:07,Eheliyagoda,tea/coffee shop
2.0,Biyagama Factory,22:30,Biyagama,shopping
2.75,Matara Town Hall,07:15,Matara,"breakfast, visit beautiful place"
2.0,Anuradhapura New Town,13:00,Anuradhapura,lunch
0.25,Embilipitiya DC,07:15,Embilipitiya,none
2.0,Eheliyagoda DC,12:30,Eheliyagoda,lunch
2.75,Kandana DC,21:45,Kandana,visit beautiful place
3.0,Moratuwa Junction,20:15,Moratuwa,"dinner, shopping"
1.5,Habarana DC,07:45,Habarana,breakfast
1.5,Kalutara South,12:45,Kalutara,lunch
0.25,Gampaha Town,22:30,Gampaha,none
1.5,Maharagama City,22:15,Maharagama,shopping
2.0,Peradeniya Junction,11:30,Peradeniya,lunch
0.25,Point Pedro DC,17:45,Point Pedro,none
0.75,Station A,13:00,Colombo,lunch
1.5,Beliatta Highway,14:45,Beliatta,lunch
0.5,Gampola Center,17:22,Gampola,tea/coffee shop
3.0,Dehiwala Junction,16:30,Dehiwala,watch film
3.5,Unawatuna DC,07:30,Unawatuna,visit beautiful place
2.75,Monaragala DC,12:45,Monaragala,"lunch, visit beautiful place"
4.0,Tambuttegama DC,19:00,Tambuttegama,"watch film, visit beautiful place"
2.75,Moratuwa Junction,07:45,Moratuwa,"breakfast, visit beautiful place"
0.75,Mihintale AC,20:15,Mihintale,dinner
2.0,Peradeniya Junction,16:45,Peradeniya,shopping
2.0,Kottawa Interchange,08:30,Kottawa,breakfast
2.5,Matara Town Hall,14:00,Matara,"lunch, shopping"
0.25,Thalahena DC,21:45,Thalahena,none
1.5,Bandarawela Town,13:15,Bandarawela,lunch
1.0,Ratnapura DC,09:30,Ratnapura,shopping
4.5,Station C,22:00,Kandy,visit beautiful place
1.0,Anuradhapura New Town,21:00,Anuradhapura,dinner
2.0,Biyagama Factory,20:15,Biyagama,dinner
3.5,Godakawela AC,05:45,Godakawela,visit beautiful place
0.75,Negombo Beach Road,21:00,Negombo,dinner
3.0,Ahangama AC,19:00,Ahangama,"dinner, shopping"
2.75,Kataragama Center,11:30,Kataragama,"lunch, visit beautiful place"
1.0,Akuressa Center,21:15,Akuressa,dinner
1.0,Badulla Main DC,07:00,Badulla,breakfast
0.25,Homagama Center,14:00,Homagama,none
4.5,Mihintale AC,15:45,Mihintale,visit beautiful place
2.0,Batticaloa City,19:30,Batticaloa,dinner
1.0,Ruwanwella AC,11:30,Ruwanwella,lunch
2.0,Kilinochchi Center,11:15,Kilinochchi,lunch
2.0,Rajagiriya Flyover,14:00,Rajagiriya,lunch
3.0,Nedunkeni AC,16:30,Nedunkeni,watch film
1.5,Wennappuwa DC,18:00,Wennappuwa,shopping
5.0,Kurunegala Town,17:15,Kurunegala,visit beautiful place
0.5,Balangoda AC,03:16,Balangoda,tea/coffee shop
3.0,Tambuttegama DC,14:00,Tambuttegama,"lunch, shopping"
0.75,Marawila AC,07:15,Marawila,"breakfast, tea/coffee shop"
2.0,CCC Fast Charge,07:15,Colombo,breakfast
2.75,Embilipitiya DC,13:15,Embilipitiya,"lunch, visit beautiful place"
1.5,Mahiyanganaya AC,08:45,Mahiyanganaya,breakfast
2.0,Beruwala Beach,12:00,Beruwala,lunch
1.0,Dutch Hospital,08:45,Colombo,breakfast
2.5,Kilinochchi Center,14:00,Kilinochchi,"lunch, shopping"
0.75,Kurunegala Town,07:15,Kurunegala,"breakfast, tea/coffee shop"
2.75,Tanamalwila AC,14:30,Tanamalwila,"lunch, visit beautiful place"
4.0,Mirissa Beach,22:30,Mirissa,visit beautiful place
4.0,Negombo Beach Road,11:15,Negombo,visit beautiful place
2.0,Dutch Hospital,05:00,Colombo,shopping
5.0,Kuliyapitiya Center,14:00,Kuliyapitiya,"watch film, visit beautiful place"
3.0,Warakapola AC,16:00,Warakapola,visit beautiful place
2.0,Kadawatha Highway,08:45,Kadawatha,breakfast
2.5,Pannipitiya Station,19:15,Pannipitiya,"dinner, shopping"
0.75,Talawakele DC,07:15,Talawakele,"breakfast, tea/coffee shop"
0.5,Kalutara South,22:14,Kalutara,tea/coffee shop
2.0,Chilaw City,07:30,Chilaw,breakfast
2.5,Kinniya AC,08:30,Kinniya,visit beautiful place
0.75,Shangri La DC,07:45,Colombo,"breakfast, tea/coffee shop"
1.5,Kinniya AC,14:00,Kinniya,lunch
0.5,Tanamalwila AC,22:05,Tanamalwila,tea/coffee shop
3.0,Horana Town,19:00,Horana,"dinner, shopping"
0.75,Hatton Bus Stand,07:00,Hatton,"breakfast, tea/coffee shop"
2.5,Galle Fort AC,21:30,Galle,"dinner, shopping"
0.75,Kandy City Center,07:15,Kandy,"breakfast, tea/coffee shop"
2.5,Tissamaharama DC,21:15,Tissamaharama,"dinner, shopping"
0.25,Anuradhapura New Town,17:30,Anuradhapura,none
1.5,Avissawella Center,07:45,Avissawella,breakfast
1.0,Kekirawa AC,14:15,Kekirawa,lunch
5.0,Kandana DC,12:00,Kandana,visit beautiful place
1.5,Beruwala Beach,08:00,Beruwala,breakfast
2.5,Vavuniya Town DC,19:00,Vavuniya,"dinner, shopping"
0.75,Ratnapura DC,20:15,Ratnapura,dinner
2.5,Mirissa Beach,11:45,Mirissa,"lunch, shopping"
0.75,Mahiyanganaya AC,21:15,Mahiyanganaya,dinner
0.5,Kosgama DC,22:23,Kosgama,tea/coffee shop
1.0,Aluthgama Bridge,07:15,Aluthgama,breakfast
2.5,Balangoda AC,13:45,Balangoda,"lunch, shopping"
2.75,Matara Town Hall,12:45,Matara,"lunch, visit beautiful place"
0.25,Dehiwala Junction,21:15,Dehiwala,none
1.5,Panadura Depot,13:45,Panadura,lunch
0.25,Poonakary AC,12:15,Poonakary,none
0.75,Hikkaduwa AC,12:00,Hikkaduwa,lunch
3.5,Kataragama Center,16:30,Kataragama,"watch film, visit beautiful place"
1.5,Habarana DC,08:30,Habarana,breakfast
2.5,Station A,16:30,Colombo,watch film
4.0,Avissawella Center,09:00,Avissawella,visit beautiful place
2.75,CCC Fast Charge,22:15,Colombo,visit beautiful place
2.5,Godakawela AC,12:45,Godakawela,"lunch, shopping"
2.0,Galle Fort AC,08:00,Galle,breakfast
0.75,Trincomalee Town,14:15,Trincomalee,lunch
4.0,Jaffna Central DC,17:30,Jaffna,visit beautiful place
3.0,Kandy City Center,17:15,Kandy,visit beautiful place
1.5,Mannar AC,14:00,Mannar,lunch
0.5,Teldeniya AC,00:47,Teldeniya,tea/coffee shop
1.0,Padukka Center,20:45,Padukka,dinner
1.5,Mannar AC,12:00,Mannar,lunch
0.75,Matara Town Hall,21:15,Matara,dinner
1.5,Dickwella DC,08:15,Dickwella,breakfast
3.0,Trincomalee Town,13:15,Trincomalee,"lunch, shopping"
3.0,Hambantota Port,17:30,Hambantota,visit beautiful place
3.5,Point Pedro DC,11:45,Point Pedro,"watch film, visit beautiful place"
1.5,Galle Fort AC,21:15,Galle,dinner
3.0,Warakapola AC,16:30,Warakapola,watch film
4.0,Talawakele DC,19:00,Talawakele,"watch film, visit beautiful place"
3.0,Kalmunai Center,21:30,Kalmunai,"dinner, shopping"
1.5,Kosgama DC,12:30,Kosgama,lunch
2.75,Kottawa Interchange,07:45,Kottawa,"breakfast, visit beautiful place"
2.0,Dickwella DC,07:45,Dickwella,breakfast
0.75,Nawalapitiya Town,07:45,Nawalapitiya,"breakfast, tea/coffee shop"
1.0,Kattankudy AC,20:00,Kattankudy,dinner
0.5,Deniyaya AC,17:50,Deniyaya,tea/coffee shop
0.25,Ruwanwella AC,10:00,Ruwanwella,none
4.0,Padukka Center,05:00,Padukka,visit beautiful place
1.0,Digana DC,07:45,Digana,breakfast
2.5,Padukka Center,14:00,Padukka,"lunch, shopping"
2.5,Hatton Bus Stand,13:15,Hatton,"lunch, shopping"
0.5,Tangalle Town,22:37,Tangalle,tea/coffee shop
2.75,Nedunkeni AC,08:45,Nedunkeni,"breakfast, visit beautiful place"
0.75,Anuradhapura New Town,07:45,Anuradhapura,"breakfast, tea/coffee shop"
3.0,Kurunegala Lake Rd,12:45,Kurunegala,"lunch, shopping"
1.5,Peradeniya Junction,07:15,Peradeniya,breakfast
2.5,Liberty Plaza AC,20:15,Colombo,"dinner, shopping"
4.0,Eheliyagoda DC,21:30,Eheliyagoda,"watch film, visit beautiful place"
2.0,Galle Bus Stand,14:00,Galle,lunch
0.75,Anamaduwa DC,20:30,Anamaduwa,dinner
0.75,Padukka Center,11:30,Padukka,lunch
2.5,Piliyandala Town,16:30,Piliyandala,watch film
1.0,Muttur DC,07:00,Muttur,breakfast
2.5,Kilinochchi Center,08:30,Kilinochchi,visit beautiful place
4.0,Shangri La DC,16:30,Colombo,"watch film, visit beautiful place"
4.0,Kilinochchi Center,11:15,Kilinochchi,visit beautiful place
2.5,Aluthgama Bridge,21:00,Aluthgama,"dinner, shopping"
2.0,Puttalam Lagoon,16:15,Puttalam,shopping
2.0,Passara DC,07:30,Passara,breakfast
2.75,Hikkaduwa AC,14:00,Hikkaduwa,"lunch, visit beautiful place"
1.5,Liberty Plaza AC,07:00,Colombo,breakfast
4.0,Negombo Beach Road,08:45,Negombo,visit beautiful place
3.0,Avissawella Center,19:30,Avissawella,"dinner, shopping"
2.0,Bambalapitiya RZ,07:00,Bambalapitiya,breakfast
3.5,Nivitigala AC,22:45,Nivitigala,visit beautiful place
1.5,Wennappuwa DC,05:45,Wennappuwa,shopping
0.5,Badulla Main DC,17:45,Badulla,tea/coffee shop
1.0,Pannipitiya Station,13:15,Pannipitiya,lunch
0.5,Tangalle Town,22:31,Tangalle,tea/coffee shop
1.5,Polonnaruwa Center,09:00,Polonnaruwa,shopping
2.75,Dickwella DC,12:00,Dickwella,"lunch, visit beautiful place"
1.5,Homagama Godagama,07:15,Homagama,breakfast
0.25,Warakapola AC,16:30,Warakapola,none
1.0,Arugam Bay AC,08:00,Arugam Bay,breakfast
1.5,Shangri La DC,08:15,Colombo,breakfast
0.25,Kottawa Interchange,09:00,Kottawa,none
2.0,Rambukkana DC,12:00,Rambukkana,lunch
2.75,Hambantota Port,07:45,Hambantota,"breakfast, visit beautiful place"
3.0,Muttur DC,21:30,Muttur,"dinner, shopping"
0.75,Dickwella DC,20:15,Dickwella,dinner
4.0,Digana DC,19:00,Digana,"watch film, visit beautiful place"
1.5,Eheliyagoda DC,11:45,Eheliyagoda,lunch
2.5,Kandy Gatambe,15:30,Kandy,visit beautiful place
2.5,Bandarawela Town,08:30,Bandarawela,visit beautiful place
1.5,Pussellawa AC,13:00,Pussellawa,lunch
1.5,Nawalapitiya Town,18:00,Nawalapitiya,shopping
1.5,Shangri La DC,10:00,Colombo,shopping
3.0,CCC Fast Charge,11:45,Colombo,"lunch, shopping"
0.75,Matale Town,13:00,Matale,lunch
3.0,Station B,09:30,Colombo,visit beautiful place
3.0,Mahiyanganaya AC,09:30,Mahiyanganaya,visit beautiful place
3.5,Point Pedro DC,19:00,Point Pedro,"watch film, visit beautiful place"
2.0,Gampaha Town,13:15,Gampaha,lunch
2.75,Moratuwa Junction,13:00,Moratuwa,"lunch, visit beautiful place"
3.0,Mahiyanganaya AC,16:30,Mahiyanganaya,watch film
2.5,Biyagama Factory,19:00,Biyagama,"dinner, shopping"
0.25,Liberty Plaza AC,09:30,Colombo,none
2.5,Kattankudy AC,11:15,Kattankudy,"lunch, shopping"
4.0,Jaffna Central DC,14:00,Jaffna,"watch film, visit beautiful place"
0.25,Chavakachcheri AC,11:00,Chavakachcheri,none
2.0,Tissamaharama DC,20:30,Tissamaharama,dinner
1.5,Moratuwa Junction,08:15,Moratuwa,breakfast
2.0,Ahangama AC,22:30,Ahangama,shopping
4.0,Galle Fort AC,18:45,Galle,visit beautiful place
0.75,Station C,14:45,Kandy,lunch
0.75,Kadawatha Highway,08:00,Kadawatha,"breakfast, tea/coffee shop"
0.25,Galle Fort AC,12:45,Galle,none
3.0,Marawila AC,21:15,Marawila,"dinner, shopping"
2.5,Rajagiriya Flyover,22:45,Rajagiriya,visit beautiful place
3.0,Kekirawa AC,08:00,Kekirawa,visit beautiful place
1.0,Akuressa Center,13:30,Akuressa,lunch
1.0,Chilaw City,11:45,Chilaw,lunch
3.5,Tangalle Town,14:00,Tangalle,"watch film, visit beautiful place"
0.75,Ahangama AC,07:30,Ahangama,"breakfast, tea/coffee shop"
0.75,Anamaduwa DC,19:00,Anamaduwa,dinner
4.0,Homagama Center,08:15,Homagama,visit beautiful place
0.5,Poonakary AC,22:15,Poonakary,tea/coffee shop
2.0,Pussellawa AC,07:45,Pussellawa,breakfast
1.0,Aluthgama Bridge,11:00,Aluthgama,lunch
3.0,Kadugannawa AC,05:30,Kadugannawa,visit beautiful place
2.5,Galle Fort AC,11:45,Galle,"lunch, shopping"
2.5,Negombo Beach Road,14:00,Negombo,"lunch, shopping"
2.5,Pannipitiya Station,20:15,Pannipitiya,"dinner, shopping"
2.75,Trincomalee Town,19:30,Trincomalee,visit beautiful place
1.5,Galle Bus Stand,13:15,Galle,lunch
2.5,Station A,13:15,Colombo,"lunch, shopping"
2.5,Kurunegala Town,13:00,Kurunegala,"lunch, shopping"
4.0,Embilipitiya DC,19:00,Embilipitiya,"watch film, visit beautiful place"
3.0,Tissamaharama DC,11:00,Tissamaharama,"lunch, shopping"
2.75,Matale Town,07:00,Matale,"breakfast, visit beautiful place"
2.5,Homagama Godagama,17:30,Homagama,visit beautiful place
0.5,Galle Fort AC,22:51,Galle,tea/coffee shop
1.0,Ratmalana DC,20:00,Ratmalana,dinner
0.75,Veyangoda Station,21:30,Veyangoda,dinner
2.0,Nedunkeni AC,07:15,Nedunkeni,breakfast
4.0,Embilipitiya DC,17:30,Embilipitiya,visit beautiful place
1.5,Mihintale AC,20:15,Mihintale,dinner
1.0,Avissawella Center,20:15,Avissawella,dinner
1.0,Trincomalee Town,14:45,Trincomalee,lunch
3.0,Padukka Center,05:15,Padukka,visit beautiful place
1.0,Pottuvil DC,21:15,Pottuvil,dinner
2.5,Hikkaduwa AC,21:30,Hikkaduwa,"dinner, shopping"
4.0,Monaragala DC,12:00,Monaragala,visit beautiful place
3.0,Homagama Center,11:45,Homagama,"lunch, shopping"
2.5,Nedunkeni AC,15:45,Nedunkeni,visit beautiful place
2.75,Pussellawa AC,11:45,Pussellawa,"lunch, visit beautiful place"
1.0,Kataragama Center,08:45,Kataragama,breakfast
3.5,Veyangoda Station,11:45,Veyangoda,"watch film, visit beautiful place"
2.5,Padukka Center,20:30,Padukka,"dinner, shopping"
1.0,Embilipitiya DC,13:45,Embilipitiya,lunch
2.0,Monaragala DC,12:15,Monaragala,lunch
3.5,Tangalle Town,17:30,Tangalle,visit beautiful place
1.0,Matara Town Hall,08:00,Matara,breakfast
0.5,Polonnaruwa Center,16:19,Polonnaruwa,tea/coffee shop
0.5,Ella Station,17:24,Ella,tea/coffee shop
1.0,Dickwella DC,07:00,Dickwella,breakfast
2.0,Liberty Plaza AC,13:15,Colombo,lunch
3.5,Badulla Main DC,21:30,Badulla,"watch film, visit beautiful place"
3.0,Nugegoda High Level,14:00,Nugegoda,"lunch, shopping"
0.5,Vavuniya Town DC,02:58,Vavuniya,tea/coffee shop
0.25,Embilipitiya DC,07:00,Embilipitiya,none
2.75,Unawatuna DC,08:00,Unawatuna,"breakfast, visit beautiful place"
1.0,Kurunegala Town,12:00,Kurunegala,lunch
1.0,Dambulla DC,12:30,Dambulla,lunch
0.5,Katunayake Airport,22:44,Katunayake,tea/coffee shop
2.0,Nawalapitiya Town,08:15,Nawalapitiya,breakfast
2.0,Galenbindunuwewa AC,21:00,Galenbindunuwewa,dinner
1.0,Ratmalana DC,19:30,Ratmalana,dinner
2.0,Rajagiriya Flyover,14:30,Rajagiriya,lunch
2.75,Kegalle Town,08:30,Kegalle,"breakfast, visit beautiful place"
2.75,Chavakachcheri AC,14:45,Chavakachcheri,"lunch, visit beautiful place"
1.0,Wattala K Zone,11:00,Wattala,lunch
2.0,Kandy City Center,11:15,Kandy,lunch
4.0,Nivitigala AC,22:15,Nivitigala,visit beautiful place
2.0,Ambalangoda DC,11:15,Ambalangoda,lunch
2.5,Kandy Gatambe,19:15,Kandy,"dinner, shopping"
1.5,Warakapola AC,11:45,Warakapola,lunch
3.0,Ruwanwella AC,08:15,Ruwanwella,visit beautiful place
0.75,Polonnaruwa Center,10:00,Polonnaruwa,shopping
2.0,Kataragama Center,12:00,Kataragama,lunch
3.0,Dehiwala Junction,16:30,Dehiwala,watch film
1.0,Hikkaduwa AC,08:45,Hikkaduwa,breakfast
3.0,Avissawella Center,20:30,Avissawella,"dinner, shopping"
3.5,CCC Fast Charge,14:00,Colombo,"watch film, visit beautiful place"
3.5,Kattankudy AC,20:15,Kattankudy,visit beautiful place
0.75,Haputale View,19:00,Haputale,dinner
2.0,Chavakachcheri AC,07:15,Chavakachcheri,breakfast
0.75,Rajagiriya Flyover,22:00,Rajagiriya,shopping
0.75,Dambulla DC,12:00,Dambulla,lunch
3.0,Talawakele DC,19:15,Talawakele,"dinner, shopping"
0.5,Nugegoda High Level,16:48,Nugegoda,tea/coffee shop
3.0,Horana Town,16:30,Horana,watch film
1.5,Kilinochchi Center,08:45,Kilinochchi,breakfast
1.5,Tangalle Town,07:00,Tangalle,breakfast
2.5,Anamaduwa DC,08:30,Anamaduwa,visit beautiful place
2.5,Kurunegala Lake Rd,05:30,Kurunegala,visit beautiful place
2.0,Passara DC,21:30,Passara,dinner
0.75,Hatton Bus Stand,11:30,Hatton,lunch
3.0,Pannipitiya Station,19:30,Pannipitiya,"dinner, shopping"
3.0,CCC Fast Charge,12:45,Colombo,"lunch, shopping"
3.0,Point Pedro DC,21:30,Point Pedro,"dinner, shopping"
0.75,Shangri La DC,08:30,Colombo,"breakfast, tea/coffee shop"
1.0,Ahangama AC,08:30,Ahangama,breakfast
2.0,Mannar AC,08:00,Mannar,breakfast
2.5,Haputale View,11:45,Haputale,"lunch, shopping"
2.5,Kalutara South,19:00,Kalutara,"dinner, shopping"
3.0,Nivitigala AC,21:30,Nivitigala,"dinner, shopping"
0.75,Tanamalwila AC,13:45,Tanamalwila,lunch
4.0,Dehiwala Junction,07:45,Dehiwala,visit beautiful place
2.0,Unawatuna DC,19:00,Unawatuna,dinner
0.5,Shangri La DC,01:45,Colombo,tea/coffee shop
0.75,Peradeniya Junction,14:45,Peradeniya,lunch
1.0,Kalmunai Center,08:45,Kalmunai,breakfast
1.0,Thalahena DC,19:30,Thalahena,dinner
2.75,Mihintale AC,08:00,Mihintale,"breakfast, visit beautiful place"
4.0,Vavuniya Town DC,13:00,Vavuniya,visit beautiful place
4.0,Dutch Hospital,17:45,Colombo,visit beautiful place
0.5,Marawila AC,01:52,Marawila,tea/coffee shop
2.0,Wennappuwa DC,21:30,Wennappuwa,dinner
2.75,Weligama Bay,19:30,Weligama,visit beautiful place
1.5,Badulla Main DC,14:30,Badulla,lunch
1.0,Dambulla DC,19:15,Dambulla,dinner
0.5,Negombo Beach Road,15:54,Negombo,tea/coffee shop
2.0,Kattankudy AC,13:00,Kattankudy,lunch
0.25,Ruwanwella AC,19:00,Ruwanwella,none
4.5,Station C,14:00,Kandy,"watch film, visit beautiful place"
3.0,Chilaw City,14:00,Chilaw,"lunch, shopping"
4.5,Kilinochchi Center,17:30,Kilinochchi,visit beautiful place
0.75,Eheliyagoda DC,12:15,Eheliyagoda,lunch
0.5,Mullaitivu DC,06:44,Mullaitivu,tea/coffee shop
3.0,Piliyandala Town,11:45,Piliyandala,"lunch, shopping"
0.5,Matale Town,03:47,Matale,tea/coffee shop
1.0,Beruwala Beach,12:00,Beruwala,lunch
0.75,Dehiwala Junction,07:00,Dehiwala,"breakfast, tea/coffee shop"
2.75,Gampaha Town,12:15,Gampaha,"lunch, visit beautiful place"
3.0,Nugegoda High Level,20:15,Nugegoda,"dinner, shopping"
3.5,Ratmalana DC,14:00,Ratmalana,"watch film, visit beautiful place"
1.0,Mannar AC,08:45,Mannar,breakfast
3.0,Rajagiriya Flyover,06:15,Rajagiriya,visit beautiful place
4.0,Kottawa Interchange,14:00,Kottawa,"watch film, visit beautiful place"
3.0,Vavuniya Town DC,19:00,Vavuniya,"dinner, shopping"
3.0,Bandarawela Town,19:00,Bandarawela,"dinner, shopping"
0.75,Maharagama City,11:45,Maharagama,lunch
1.5,Nawalapitiya Town,08:45,Nawalapitiya,breakfast
3.0,Digana DC,11:30,Digana,"lunch, shopping"
0.75,Godakawela AC,08:30,Godakawela,"breakfast, tea/coffee shop"
1.0,Avissawella Center,07:30,Avissawella,breakfast
0.25,Gampola Center,20:30,Gampola,none
2.5,Balangoda AC,14:30,Balangoda,"lunch, shopping"
3.0,Jaffna Central DC,14:15,Jaffna,"lunch, shopping"
1.0,Panadura Depot,09:15,Panadura,shopping
2.0,Tambuttegama DC,18:30,Tambuttegama,shopping
3.0,Maho Station,10:30,Maho,visit beautiful place
4.0,Biyagama Factory,18:00,Biyagama,visit beautiful place
0.75,Matara Town Hall,12:45,Matara,lunch
4.0,Avissawella Center,14:30,Avissawella,visit beautiful place
0.25,Aluthgama Bridge,17:30,Aluthgama,none
1.5,Nawalapitiya Town,13:15,Nawalapitiya,lunch
0.75,Piliyandala Town,12:15,Piliyandala,lunch
3.0,Gampola Center,11:45,Gampola,"lunch, shopping"
2.0,Biyagama Factory,11:30,Biyagama,lunch
3.5,Biyagama Factory,16:30,Biyagama,"watch film, visit beautiful place"
0.75,Poonakary AC,19:15,Poonakary,dinner
0.75,Ratnapura DC,07:15,Ratnapura,"breakfast, tea/coffee shop"
0.25,Mirissa Beach,08:45,Mirissa,none
3.0,Biyagama Factory,14:45,Biyagama,"lunch, shopping"
1.5,Aluthgama Bridge,08:15,Aluthgama,breakfast
2.0,Station B,13:45,Colombo,lunch
2.5,Galle Bus Stand,20:30,Galle,"dinner, shopping"
0.5,Eheliyagoda DC,22:14,Eheliyagoda,tea/coffee shop
3.5,Kadawatha Highway,19:00,Kadawatha,"watch film, visit beautiful place"
0.75,Galle Bus Stand,18:30,Galle,shopping
0.75,Kurunegala Lake Rd,13:00,Kurunegala,lunch
1.0,Habarana DC,08:15,Habarana,breakfast
3.0,Station B,09:00,Colombo,visit beautiful place
5.0,Dehiwala Junction,20:15,Dehiwala,visit beautiful place
1.0,Kandy City Center,13:45,Kandy,lunch
3.0,Avissawella Center,20:30,Avissawella,"dinner, shopping"
1.0,Arugam Bay AC,07:30,Arugam Bay,breakfast
0.75,Chavakachcheri AC,14:45,Chavakachcheri,lunch
0.75,Kosgama DC,19:15,Kosgama,dinner
1.5,Hikkaduwa AC,07:00,Hikkaduwa,breakfast
0.75,Kekirawa AC,12:00,Kekirawa,lunch
3.0,Anuradhapura DC,15:45,Anuradhapura,visit beautiful place
0.75,Dutch Hospital,14:30,Colombo,lunch
0.75,Galle Bus Stand,11:15,Galle,lunch
2.75,Nugegoda High Level,11:00,Nugegoda,"lunch, visit beautiful place"
4.0,Kalutara South,10:30,Kalutara,visit beautiful place
0.75,Kataragama Center,08:15,Kataragama,"breakfast, tea/coffee shop"
3.0,Kuliyapitiya Center,19:00,Kuliyapitiya,"dinner, shopping"
0.5,Wellawaya AC,04:33,Wellawaya,tea/coffee shop
0.75,Vavuniya Town DC,19:30,Vavuniya,dinner
2.75,Kurunegala Town,06:15,Kurunegala,visit beautiful place
2.75,Kandy City Center,13:30,Kandy,"lunch, visit beautiful place"
0.75,Homagama Godagama,08:00,Homagama,"breakfast, tea/coffee shop"
0.25,Thalahena DC,11:00,Thalahena,none
2.75,Ella Station,13:00,Ella,"lunch, visit beautiful place"
0.75,Anamaduwa DC,21:00,Anamaduwa,dinner
0.5,Pussellawa AC,06:03,Pussellawa,tea/coffee shop
3.0,Galenbindunuwewa AC,16:00,Galenbindunuwewa,visit beautiful place
0.25,Wennappuwa DC,12:15,Wennappuwa,none
2.5,Mullaitivu DC,12:00,Mullaitivu,"lunch, shopping"
3.5,Hanwella AC,10:15,Hanwella,visit beautiful place
4.5,Kegalle Town,11:00,Kegalle,visit beautiful place
0.25,Poonakary AC,17:15,Poonakary,none
0.5,Kalutara South,01:22,Kalutara,tea/coffee shop
3.0,Kalmunai Center,21:45,Kalmunai,"dinner, shopping"
3.5,Chilaw City,11:15,Chilaw,visit beautiful place
2.0,Ratnapura DC,12:15,Ratnapura,lunch
3.5,Beliatta Highway,07:30,Beliatta,visit beautiful place
3.5,Station B,11:45,Colombo,"watch film, visit beautiful place"
2.75,Station A,08:30,Colombo,"breakfast, visit beautiful place"
2.75,Ratmalana DC,19:15,Ratmalana,visit beautiful place
2.0,Unawatuna DC,08:00,Unawatuna,breakfast
0.25,Tangalle Town,11:15,Tangalle,none
1.5,Ratnapura DC,14:15,Ratnapura,lunch
1.0,Digana DC,07:30,Digana,breakfast
2.5,Weligama Bay,06:45,Weligama,visit beautiful place
5.0,CCC Fast Charge,11:45,Colombo,"watch film, visit beautiful place"
1.5,Galle Fort AC,08:30,Galle,breakfast
0.75,Station C,20:45,Kandy,dinner
0.75,Maskeliya Town,13:00,Maskeliya,lunch
5.0,Kilinochchi Center,19:00,Kilinochchi,"watch film, visit beautiful place"
0.75,Dickwella DC,11:15,Dickwella,lunch
0.25,Veyangoda Station,20:15,Veyangoda,none
0.5,Pussellawa AC,16:43,Pussellawa,tea/coffee shop
0.75,Liberty Plaza AC,20:00,Colombo,dinner
0.25,Tanamalwila AC,21:45,Tanamalwila,none
1.5,Galenbindunuwewa AC,13:30,Galenbindunuwewa,lunch
1.5,Kadawatha Highway,07:00,Kadawatha,breakfast
1.5,Mahiyanganaya AC,08:45,Mahiyanganaya,breakfast
1.5,Rambukkana DC,11:00,Rambukkana,lunch
1.5,Rajagiriya Flyover,20:15,Rajagiriya,dinner
2.5,Nawalapitiya Town,14:00,Nawalapitiya,"lunch, shopping"
0.75,Maho Station,07:30,Maho,"breakfast, tea/coffee shop"
2.75,Embilipitiya DC,13:45,Embilipitiya,"lunch, visit beautiful place"
2.5,Station A,21:45,Colombo,"dinner, shopping"
4.0,Moratuwa Junction,14:00,Moratuwa,"watch film, visit beautiful place"
1.5,Marawila AC,11:00,Marawila,lunch
3.5,Kandana DC,21:30,Kandana,"watch film, visit beautiful place"
2.75,Sigiriya Jn,07:00,Sigiriya,"breakfast, visit beautiful place"
0.5,Eheliyagoda DC,15:32,Eheliyagoda,tea/coffee shop
1.0,Thalahena DC,20:30,Thalahena,dinner
1.0,Beliatta Highway,19:45,Beliatta,dinner
2.75,Horana Town,11:15,Horana,"lunch, visit beautiful place"
2.0,Muttur DC,07:30,Muttur,breakfast
