charging_time,time,day,month,is_festival,is_weekend,city,label
75,12:45,Friday,July,0,0,Anuradhapura,"lunch, shopping, visit beautiful place"
30,15:15,Thursday,May,0,0,Anuradhapura,tea/coffee shop
15,06:00,Tuesday,February,0,0,Galle,shopping
30,00:15,Sunday,March,0,1,Matara,none
75,10:15,Friday,May,0,0,Kandy,"breakfast, shopping"
30,09:00,Monday,August,0,0,Colombo,tea/coffee shop
30,16:15,Friday,March,0,0,Anuradhapura,tea/coffee shop
30,09:15,Thursday,February,0,0,Colombo,tea/coffee shop
60,08:30,Tuesday,November,0,0,Kandy,"breakfast, shopping"
15,04:15,Monday,March,0,0,Matara,none
30,17:45,Tuesday,September,0,0,Kandy,tea/coffee shop
75,12:00,Monday,December,1,0,Anuradhapura,"lunch, shopping, visit beautiful place"
15,19:00,Friday,January,0,0,Negombo,none
60,14:30,Friday,April,1,0,Galle,"lunch, shopping"
15,09:00,Tuesday,January,0,0,Matara,none
60,01:30,Friday,June,0,0,Anuradhapura,shopping
45,13:15,Monday,August,0,0,Matara,"lunch, shopping"
75,20:45,Wednesday,May,0,0,Negombo,"dinner, visit beautiful place, shopping"
30,15:00,Saturday,September,0,1,Galle,tea/coffee shop
30,01:30,Tuesday,January,0,0,Kandy,none
60,06:00,Sunday,January,0,1,Kurunegala,"visit beautiful place, shopping"
30,04:45,Friday,July,0,0,Anuradhapura,none
45,23:30,Monday,July,0,0,Negombo,tea/coffee shop
75,11:30,Monday,March,0,0,Colombo,"lunch, shopping, visit beautiful place"
45,05:15,Wednesday,June,0,0,Anuradhapura,none
15,21:00,Tuesday,June,0,0,Anuradhapura,shopping
15,23:15,Sunday,January,0,1,Anuradhapura,none
90,22:15,Friday,December,1,0,Kurunegala,"dinner, shopping"
45,10:15,Friday,June,0,0,Kurunegala,"shopping, tea/coffee shop"
45,20:30,Sunday,November,0,1,Galle,"dinner, shopping"
60,11:15,Thursday,May,0,0,Kandy,shopping
45,21:00,Sunday,May,0,1,Galle,dinner
45,12:00,Thursday,August,0,0,Katunayake,lunch
30,03:30,Thursday,April,1,0,Galle,shopping
60,14:15,Sunday,June,0,1,Anuradhapura,"lunch, shopping, visit beautiful place"
30,22:30,Monday,March,0,0,Katunayake,tea/coffee shop
15,20:00,Wednesday,January,0,0,Katunayake,none
15,21:15,Friday,March,0,0,Galle,none
90,02:15,Monday,June,0,0,Negombo,"visit beautiful place, shopping"
15,03:00,Sunday,November,0,1,Colombo,none
90,04:30,Sunday,December,1,1,Katunayake,"visit beautiful place, shopping"
45,00:30,Thursday,May,0,0,Colombo,tea/coffee shop
90,09:45,Thursday,December,1,0,Kurunegala,none
75,14:30,Thursday,September,0,0,Katunayake,"lunch, shopping, visit beautiful place"
45,16:30,Sunday,September,0,1,Katunayake,tea/coffee shop
60,05:15,Sunday,February,0,1,Kurunegala,"visit beautiful place, shopping"
75,06:00,Wednesday,May,0,0,Galle,shopping
90,07:30,Monday,January,0,0,Anuradhapura,"visit beautiful place, breakfast, shopping"
60,22:00,Wednesday,February,0,0,Kandy,shopping
45,15:30,Friday,March,0,0,Kandy,tea/coffee shop
30,15:45,Thursday,October,0,0,Anuradhapura,tea/coffee shop
30,03:15,Tuesday,May,0,0,Colombo,none
30,22:00,Wednesday,October,0,0,Negombo,tea/coffee shop
60,06:00,Thursday,January,0,0,Kurunegala,shopping
45,11:45,Sunday,November,0,1,Matara,tea/coffee shop
60,04:45,Monday,April,1,0,Kandy,shopping
15,21:00,Friday,November,0,0,Colombo,none
15,06:15,Friday,November,0,0,Anuradhapura,none
45,10:30,Monday,January,0,0,Galle,tea/coffee shop
75,08:15,Saturday,October,0,1,Negombo,"visit beautiful place, breakfast, shopping"
30,16:45,Wednesday,August,0,0,Galle,tea/coffee shop
60,16:45,Monday,July,0,0,Kandy,shopping
75,10:15,Tuesday,April,1,0,Anuradhapura,"visit beautiful place, breakfast, shopping"
45,04:00,Monday,February,0,0,Matara,"shopping, tea/coffee shop"
90,10:45,Sunday,August,0,1,Kurunegala,"visit beautiful place, breakfast, shopping"
75,10:45,Saturday,July,0,1,Kurunegala,"visit beautiful place, breakfast, shopping"
90,02:30,Saturday,October,0,1,Kurunegala,"visit beautiful place, shopping"
45,12:45,Monday,March,0,0,Kurunegala,"lunch, shopping"
90,17:00,Friday,August,0,0,Katunayake,"visit beautiful place, shopping"
75,10:15,Monday,November,0,0,Kurunegala,"visit beautiful place, breakfast, shopping"
15,01:00,Tuesday,May,0,0,Kurunegala,none
15,14:00,Wednesday,September,0,0,Matara,none
90,20:15,Friday,January,0,0,Colombo,"dinner, shopping"
30,08:30,Thursday,March,0,0,Katunayake,tea/coffee shop
30,05:30,Thursday,June,0,0,Kandy,none
60,09:45,Wednesday,April,1,0,Kurunegala,"breakfast, shopping"
90,00:45,Wednesday,February,0,0,Anuradhapura,shopping
30,01:45,Monday,May,0,0,Matara,none
60,06:30,Monday,July,0,0,Katunayake,shopping
90,01:45,Saturday,May,0,1,Kurunegala,"visit beautiful place, shopping"
90,01:00,Friday,June,0,0,Kurunegala,"visit beautiful place, shopping"
75,03:45,Saturday,June,0,1,Anuradhapura,"visit beautiful place, shopping"
30,10:30,Tuesday,May,0,0,Negombo,none
75,12:00,Thursday,March,0,0,Galle,"lunch, shopping, visit beautiful place"
60,14:45,Friday,June,0,0,Galle,"lunch, shopping"
30,03:00,Tuesday,June,0,0,Anuradhapura,none
90,00:15,Thursday,August,0,0,Negombo,shopping
90,15:15,Saturday,February,0,1,Colombo,"lunch, shopping, visit beautiful place"
60,08:00,Saturday,December,1,1,Negombo,"visit beautiful place, breakfast, shopping"
30,03:00,Saturday,June,0,1,Colombo,shopping
15,17:15,Friday,October,0,0,Kandy,none
75,10:15,Saturday,December,1,1,Colombo,"visit beautiful place, breakfast, shopping"
60,18:15,Monday,September,0,0,Colombo,shopping
75,17:15,Friday,October,0,0,Negombo,shopping
60,18:30,Sunday,June,0,1,Kurunegala,"visit beautiful place, shopping"
30,08:45,Thursday,January,0,0,Katunayake,tea/coffee shop
30,14:15,Sunday,July,0,1,Anuradhapura,none
30,05:00,Tuesday,August,0,0,Galle,none
75,02:15,Thursday,July,0,0,Matara,"visit beautiful place, shopping"
90,11:15,Saturday,September,0,1,Kandy,"lunch, shopping, visit beautiful place"
30,05:45,Tuesday,April,1,0,Kandy,shopping
90,01:45,Sunday,July,0,1,Galle,"visit beautiful place, shopping"
30,20:45,Friday,February,0,0,Anuradhapura,none
75,06:00,Monday,January,0,0,Kurunegala,shopping
60,06:15,Monday,August,0,0,Kandy,shopping
60,19:45,Sunday,November,0,1,Kandy,"dinner, visit beautiful place, shopping"
15,11:00,Tuesday,February,0,0,Katunayake,none
45,14:15,Tuesday,December,1,0,Kurunegala,"lunch, shopping"
90,10:45,Friday,April,1,0,Negombo,"breakfast, shopping"
75,09:15,Wednesday,June,0,0,Katunayake,"breakfast, shopping"
75,14:00,Tuesday,May,0,0,Kandy,"lunch, shopping, visit beautiful place"
60,14:00,Friday,October,0,0,Kandy,"lunch, shopping"
90,11:00,Friday,February,0,0,Kandy,"lunch, shopping, visit beautiful place"
45,18:00,Wednesday,September,0,0,Negombo,tea/coffee shop
30,20:45,Wednesday,June,0,0,Colombo,none
30,03:30,Sunday,February,0,1,Katunayake,none
60,06:15,Tuesday,August,0,0,Kurunegala,shopping
45,05:15,Sunday,November,0,1,Kandy,"shopping, tea/coffee shop"
60,21:30,Wednesday,July,0,0,Colombo,"dinner, shopping"
15,21:45,Saturday,June,0,1,Matara,none
90,07:15,Friday,April,1,0,Colombo,"breakfast, shopping"
75,05:15,Monday,July,0,0,Katunayake,"visit beautiful place, shopping"
30,18:00,Sunday,October,0,1,Matara,"shopping, tea/coffee shop"
90,09:15,Monday,September,0,0,Colombo,"visit beautiful place, breakfast, shopping"
15,08:00,Saturday,July,0,1,Anuradhapura,none
15,05:15,Tuesday,June,0,0,Negombo,none
15,05:00,Tuesday,February,0,0,Kandy,shopping
75,16:15,Thursday,September,0,0,Kandy,shopping
90,00:00,Friday,November,0,0,Colombo,"visit beautiful place, shopping"
75,06:00,Sunday,June,0,1,Anuradhapura,"visit beautiful place, shopping"
15,22:00,Tuesday,December,1,0,Negombo,shopping
30,23:00,Friday,August,0,0,Matara,tea/coffee shop
75,20:45,Sunday,June,0,1,Matara,"dinner, visit beautiful place, shopping"
45,10:45,Friday,March,0,0,Negombo,"shopping, tea/coffee shop"
15,14:45,Wednesday,March,0,0,Kurunegala,none
75,21:45,Thursday,December,1,0,Matara,"dinner, visit beautiful place, shopping"
60,03:30,Thursday,June,0,0,Colombo,shopping
60,03:45,Sunday,February,0,1,Colombo,"visit beautiful place, shopping"
15,21:30,Sunday,May,0,1,Anuradhapura,none
60,09:30,Friday,September,0,0,Kurunegala,"breakfast, shopping"
15,08:00,Sunday,April,1,1,Matara,shopping
75,08:00,Tuesday,March,0,0,Colombo,"breakfast, shopping"
30,04:45,Monday,February,0,0,Kandy,none
45,03:30,Wednesday,March,0,0,Negombo,tea/coffee shop
45,12:45,Tuesday,June,0,0,Kurunegala,lunch
30,14:15,Saturday,November,0,1,Katunayake,none
15,05:45,Wednesday,March,0,0,Kandy,none
60,19:30,Monday,November,0,0,Anuradhapura,"dinner, shopping"
15,14:45,Saturday,December,1,1,Negombo,shopping
90,15:45,Friday,September,0,0,Katunayake,"lunch, shopping, visit beautiful place"
30,05:00,Thursday,March,0,0,Kandy,none
30,10:15,Friday,March,0,0,Matara,none
45,21:30,Wednesday,October,0,0,Kandy,"dinner, shopping"
15,08:00,Wednesday,March,0,0,Galle,none
15,20:00,Wednesday,February,0,0,Matara,none
75,04:15,Sunday,September,0,1,Colombo,"visit beautiful place, shopping"
30,19:30,Tuesday,September,0,0,Kurunegala,none
30,01:30,Sunday,November,0,1,Galle,none
90,00:30,Monday,May,0,0,Negombo,"visit beautiful place, shopping"
90,15:45,Friday,November,0,0,Colombo,"lunch, shopping"
15,03:15,Saturday,February,0,1,Colombo,shopping
15,04:30,Monday,September,0,0,Kurunegala,none
90,10:00,Thursday,August,0,0,Galle,"breakfast, shopping"
75,01:15,Thursday,August,0,0,Matara,"visit beautiful place, shopping"
45,12:30,Tuesday,April,1,0,Katunayake,"lunch, shopping"
90,13:15,Monday,October,0,0,Galle,"lunch, shopping"
30,10:30,Tuesday,August,0,0,Galle,none
90,09:45,Friday,July,0,0,Colombo,"visit beautiful place, breakfast, shopping"
75,06:15,Tuesday,March,0,0,Katunayake,"visit beautiful place, shopping"
45,15:15,Friday,July,0,0,Galle,none
45,20:30,Saturday,February,0,1,Colombo,dinner
75,06:15,Monday,March,0,0,Kurunegala,shopping
75,00:30,Monday,April,1,0,Negombo,shopping
30,07:45,Monday,July,0,0,Galle,tea/coffee shop
60,09:15,Thursday,January,0,0,Anuradhapura,"breakfast, shopping"
15,17:15,Sunday,June,0,1,Galle,none
90,16:00,Saturday,December,1,1,Galle,"visit beautiful place, shopping"
60,23:15,Friday,March,0,0,Kandy,shopping
90,21:00,Friday,November,0,0,Kandy,"dinner, visit beautiful place, shopping"
45,22:30,Sunday,May,0,1,Katunayake,"shopping, tea/coffee shop"
30,15:45,Tuesday,May,0,0,Colombo,tea/coffee shop
90,08:15,Friday,February,0,0,Anuradhapura,"breakfast, shopping"
30,14:45,Sunday,March,0,1,Galle,shopping
30,00:45,Wednesday,August,0,0,Negombo,none
30,08:45,Friday,October,0,0,Negombo,tea/coffee shop
75,13:30,Wednesday,February,0,0,Colombo,"lunch, shopping, visit beautiful place"
30,19:00,Sunday,November,0,1,Negombo,none
75,05:30,Sunday,February,0,1,Galle,"visit beautiful place, shopping"
90,07:15,Tuesday,July,0,0,Kandy,"visit beautiful place, breakfast, shopping"
75,04:30,Friday,June,0,0,Colombo,shopping
45,17:30,Thursday,September,0,0,Anuradhapura,"shopping, tea/coffee shop"
45,23:30,Thursday,November,0,0,Galle,"shopping, tea/coffee shop"
75,13:15,Thursday,November,0,0,Anuradhapura,"lunch, shopping, visit beautiful place"
75,14:00,Tuesday,August,0,0,Kurunegala,"lunch, shopping, visit beautiful place"
15,23:00,Tuesday,December,1,0,Galle,shopping
15,12:30,Saturday,February,0,1,Galle,shopping
90,01:30,Sunday,March,0,1,Kurunegala,none
60,05:30,Wednesday,January,0,0,Katunayake,shopping
15,09:00,Saturday,January,0,1,Katunayake,none
90,04:45,Friday,October,0,0,Negombo,"visit beautiful place, shopping"
45,23:45,Sunday,July,0,1,Anuradhapura,tea/coffee shop
45,15:15,Sunday,June,0,1,Anuradhapura,tea/coffee shop
45,13:45,Thursday,December,1,0,Kandy,none
90,14:00,Thursday,February,0,0,Galle,"lunch, shopping"
75,08:15,Tuesday,April,1,0,Katunayake,"breakfast, shopping"
45,04:15,Wednesday,April,1,0,Kandy,"shopping, tea/coffee shop"
60,21:45,Sunday,July,0,1,Kurunegala,"dinner, visit beautiful place, shopping"
90,09:30,Monday,May,0,0,Negombo,"breakfast, shopping"
90,11:15,Monday,February,0,0,Kandy,"lunch, shopping, visit beautiful place"
15,01:15,Tuesday,April,1,0,Kurunegala,shopping
15,22:45,Saturday,February,0,1,Kandy,none
30,06:45,Monday,June,0,0,Kandy,tea/coffee shop
15,02:00,Thursday,November,0,0,Matara,none
30,22:00,Thursday,January,0,0,Negombo,tea/coffee shop
15,05:45,Sunday,January,0,1,Matara,none
30,04:45,Monday,September,0,0,Colombo,none
45,02:30,Thursday,October,0,0,Matara,"shopping, tea/coffee shop"
75,11:30,Sunday,September,0,1,Anuradhapura,"lunch, shopping, visit beautiful place"
75,12:30,Thursday,July,0,0,Negombo,"lunch, shopping, visit beautiful place"
75,05:00,Saturday,September,0,1,Kurunegala,"visit beautiful place, shopping"
75,11:45,Saturday,February,0,1,Kurunegala,"lunch, shopping, visit beautiful place"
30,09:30,Saturday,September,0,1,Kurunegala,tea/coffee shop
45,07:30,Monday,April,1,0,Katunayake,"breakfast, shopping"
90,21:45,Monday,October,0,0,Anuradhapura,"dinner, visit beautiful place, shopping"
75,06:45,Monday,August,0,0,Kandy,shopping
90,17:45,Wednesday,May,0,0,Katunayake,shopping
90,11:45,Sunday,October,0,1,Colombo,"lunch, shopping, visit beautiful place"
45,05:00,Friday,September,0,0,Matara,tea/coffee shop
75,15:45,Monday,December,1,0,Katunayake,"lunch, shopping"
15,04:45,Saturday,January,0,1,Galle,none
75,11:45,Friday,October,0,0,Anuradhapura,"lunch, shopping, visit beautiful place"
30,02:30,Saturday,September,0,1,Kandy,shopping
15,12:30,Thursday,December,1,0,Katunayake,shopping
90,18:30,Wednesday,January,0,0,Kandy,"dinner, visit beautiful place, shopping"
75,11:30,Friday,November,0,0,Colombo,"lunch, shopping, visit beautiful place"
45,09:15,Saturday,July,0,1,Kandy,"breakfast, shopping"
90,09:00,Sunday,June,0,1,Kandy,"visit beautiful place, breakfast, shopping"
90,11:45,Friday,November,0,0,Kandy,"lunch, shopping, visit beautiful place"
60,04:45,Thursday,April,1,0,Negombo,shopping
60,12:15,Wednesday,December,1,0,Matara,"lunch, shopping"
90,07:30,Sunday,October,0,1,Galle,"visit beautiful place, breakfast, shopping"
15,15:15,Tuesday,January,0,0,Katunayake,none
75,13:45,Thursday,December,1,0,Negombo,"lunch, shopping, visit beautiful place"
15,23:30,Sunday,November,0,1,Anuradhapura,none
45,19:15,Tuesday,December,1,0,Galle,"dinner, shopping"
15,17:45,Saturday,November,0,1,Negombo,none
90,03:00,Thursday,May,0,0,Colombo,shopping
45,03:30,Tuesday,November,0,0,Galle,tea/coffee shop
75,05:30,Friday,September,0,0,Colombo,"visit beautiful place, shopping"
60,07:30,Saturday,July,0,1,Kandy,"visit beautiful place, breakfast, shopping"
75,09:45,Tuesday,September,0,0,Colombo,"visit beautiful place, breakfast, shopping"
45,20:00,Tuesday,August,0,0,Katunayake,"dinner, shopping"
60,15:30,Thursday,June,0,0,Katunayake,shopping
90,11:00,Wednesday,December,1,0,Galle,"lunch, shopping"
15,07:45,Tuesday,September,0,0,Kurunegala,none
60,06:45,Monday,August,0,0,Anuradhapura,shopping
90,13:30,Tuesday,September,0,0,Anuradhapura,"lunch, shopping, visit beautiful place"
75,03:30,Sunday,October,0,1,Katunayake,"visit beautiful place, shopping"
15,04:30,Thursday,May,0,0,Matara,none
60,13:00,Thursday,May,0,0,Katunayake,"lunch, shopping"
15,18:45,Saturday,December,1,1,Kurunegala,shopping
30,16:15,Thursday,July,0,0,Katunayake,tea/coffee shop
60,07:45,Saturday,December,1,1,Katunayake,"visit beautiful place, breakfast, shopping"
90,21:00,Wednesday,June,0,0,Negombo,"dinner, shopping"
30,17:15,Tuesday,September,0,0,Negombo,tea/coffee shop
90,09:45,Thursday,January,0,0,Katunayake,"visit beautiful place, breakfast, shopping"
30,10:00,Saturday,August,0,1,Anuradhapura,none
60,18:00,Saturday,January,0,1,Kurunegala,"visit beautiful place, shopping"
45,12:15,Wednesday,June,0,0,Kurunegala,none
15,01:15,Sunday,September,0,1,Kurunegala,shopping
45,11:15,Saturday,May,0,1,Negombo,"shopping, tea/coffee shop"
15,14:45,Saturday,July,0,1,Galle,none
75,22:45,Thursday,December,1,0,Colombo,"dinner, visit beautiful place, shopping"
90,13:15,Friday,January,0,0,Anuradhapura,"lunch, shopping, visit beautiful place"
90,02:45,Sunday,July,0,1,Anuradhapura,none
90,16:00,Tuesday,July,0,0,Colombo,none
45,23:15,Monday,December,1,0,Katunayake,"shopping, tea/coffee shop"
30,23:15,Monday,November,0,0,Katunayake,tea/coffee shop
15,05:15,Thursday,December,1,0,Anuradhapura,shopping
45,11:15,Tuesday,May,0,0,Kandy,"shopping, tea/coffee shop"
30,21:45,Saturday,June,0,1,Colombo,tea/coffee shop
60,17:30,Saturday,November,0,1,Katunayake,"visit beautiful place, shopping"
90,15:45,Sunday,September,0,1,Katunayake,"lunch, shopping, visit beautiful place"
90,00:00,Friday,August,0,0,Kandy,"visit beautiful place, shopping"
60,14:30,Saturday,August,0,1,Matara,"lunch, shopping, visit beautiful place"
60,14:15,Wednesday,February,0,0,Anuradhapura,"lunch, shopping"
90,23:15,Monday,December,1,0,Matara,"visit beautiful place, shopping"
75,14:45,Wednesday,July,0,0,Matara,"lunch, shopping"
75,04:45,Thursday,July,0,0,Kandy,shopping
75,12:00,Monday,August,0,0,Galle,"lunch, shopping"
45,02:15,Friday,February,0,0,Kurunegala,"shopping, tea/coffee shop"
30,10:15,Friday,April,1,0,Galle,shopping
90,06:15,Tuesday,December,1,0,Katunayake,shopping
60,17:45,Monday,February,0,0,Negombo,shopping
30,18:15,Saturday,November,0,1,Kandy,tea/coffee shop
45,13:15,Sunday,December,1,1,Colombo,"lunch, shopping"
75,15:30,Monday,May,0,0,Kandy,"lunch, shopping"
60,12:15,Wednesday,September,0,0,Matara,"lunch, shopping"
60,16:15,Thursday,February,0,0,Galle,shopping
90,10:00,Wednesday,January,0,0,Katunayake,"visit beautiful place, breakfast, shopping"
60,15:15,Saturday,June,0,1,Anuradhapura,"visit beautiful place, shopping"
75,23:45,Wednesday,August,0,0,Kandy,"visit beautiful place, shopping"
75,05:15,Thursday,November,0,0,Negombo,"visit beautiful place, shopping"
60,19:00,Friday,June,0,0,Kandy,"dinner, shopping"
30,06:30,Tuesday,March,0,0,Katunayake,tea/coffee shop
90,15:30,Thursday,October,0,0,Anuradhapura,"lunch, shopping, visit beautiful place"
60,09:15,Thursday,March,0,0,Kandy,"breakfast, shopping"
90,09:15,Tuesday,April,1,0,Negombo,"breakfast, shopping"
75,18:45,Sunday,November,0,1,Negombo,"dinner, visit beautiful place, shopping"
30,00:00,Sunday,August,0,1,Matara,none
45,12:45,Wednesday,March,0,0,Katunayake,lunch
30,05:30,Tuesday,March,0,0,Colombo,none
75,10:15,Monday,March,0,0,Katunayake,"breakfast, shopping"
60,03:45,Tuesday,May,0,0,Colombo,none
60,12:00,Thursday,August,0,0,Kurunegala,"lunch, shopping"
45,03:45,Friday,December,1,0,Kurunegala,"shopping, tea/coffee shop"
45,13:00,Tuesday,September,0,0,Kandy,none
45,20:45,Thursday,April,1,0,Colombo,"dinner, shopping"
15,13:45,Friday,April,1,0,Colombo,shopping
15,20:45,Tuesday,April,1,0,Colombo,shopping
75,00:30,Thursday,April,1,0,Galle,"visit beautiful place, shopping"
75,17:15,Monday,October,0,0,Anuradhapura,"visit beautiful place, shopping"
60,04:45,Saturday,June,0,1,Galle,"visit beautiful place, shopping"
45,14:00,Tuesday,April,1,0,Kurunegala,"lunch, shopping"
90,01:15,Tuesday,December,1,0,Matara,"visit beautiful place, shopping"
15,14:30,Friday,December,1,0,Colombo,shopping
90,22:30,Saturday,February,0,1,Kurunegala,"dinner, visit beautiful place, shopping"
15,13:30,Sunday,February,0,1,Kurunegala,none
60,02:15,Friday,February,0,0,Kandy,shopping
45,07:30,Thursday,August,0,0,Kandy,breakfast
75,03:00,Friday,September,0,0,Colombo,shopping
30,10:30,Monday,March,0,0,Kurunegala,none
60,18:30,Monday,February,0,0,Negombo,shopping
45,12:15,Wednesday,June,0,0,Kandy,lunch
75,02:45,Saturday,February,0,1,Colombo,"visit beautiful place, shopping"
30,11:15,Friday,January,0,0,Galle,none
45,14:15,Monday,October,0,0,Colombo,"lunch, shopping"
30,00:45,Saturday,July,0,1,Galle,none
15,00:15,Tuesday,October,0,0,Kurunegala,none
60,10:30,Saturday,November,0,1,Colombo,"visit beautiful place, shopping"
60,21:45,Wednesday,January,0,0,Colombo,"dinner, shopping"
60,01:15,Sunday,August,0,1,Kurunegala,"visit beautiful place, shopping"
15,17:15,Friday,December,1,0,Colombo,shopping
45,17:45,Sunday,May,0,1,Matara,tea/coffee shop
75,18:30,Tuesday,April,1,0,Negombo,"dinner, visit beautiful place, shopping"
75,01:00,Monday,September,0,0,Matara,shopping
90,10:30,Friday,August,0,0,Colombo,"breakfast, shopping"
45,10:45,Sunday,September,0,1,Colombo,"shopping, tea/coffee shop"
90,07:15,Saturday,April,1,1,Colombo,"visit beautiful place, breakfast, shopping"
30,00:15,Friday,April,1,0,Matara,none
30,19:45,Tuesday,July,0,0,Kurunegala,none
45,03:15,Tuesday,March,0,0,Katunayake,tea/coffee shop
30,04:30,Friday,March,0,0,Matara,none
90,16:30,Tuesday,January,0,0,Anuradhapura,"visit beautiful place, shopping"
30,17:15,Wednesday,April,1,0,Matara,"shopping, tea/coffee shop"
45,13:00,Monday,May,0,0,Negombo,lunch
90,07:30,Thursday,May,0,0,Kurunegala,"breakfast, shopping"
45,13:30,Wednesday,April,1,0,Kandy,"lunch, shopping"
15,03:30,Sunday,February,0,1,Katunayake,none
60,04:00,Saturday,October,0,1,Kandy,"visit beautiful place, shopping"
75,19:30,Sunday,October,0,1,Anuradhapura,"dinner, visit beautiful place, shopping"
75,20:00,Thursday,July,0,0,Negombo,"dinner, visit beautiful place, shopping"
45,08:00,Friday,April,1,0,Matara,"breakfast, shopping"
75,02:00,Sunday,August,0,1,Negombo,"visit beautiful place, shopping"
60,11:30,Monday,February,0,0,Anuradhapura,shopping
90,06:00,Tuesday,September,0,0,Matara,shopping
90,01:30,Monday,November,0,0,Galle,"visit beautiful place, shopping"
45,03:30,Thursday,August,0,0,Galle,tea/coffee shop
60,20:30,Friday,June,0,0,Colombo,"dinner, shopping"
15,06:45,Tuesday,April,1,0,Colombo,shopping
30,08:00,Wednesday,May,0,0,Matara,tea/coffee shop
45,12:00,Thursday,September,0,0,Negombo,"lunch, shopping"
60,01:30,Thursday,April,1,0,Negombo,shopping
30,14:30,Sunday,August,0,1,Matara,shopping
60,02:15,Friday,June,0,0,Kurunegala,shopping
15,01:15,Sunday,June,0,1,Katunayake,none
90,09:30,Thursday,October,0,0,Anuradhapura,"breakfast, shopping"
15,11:30,Monday,August,0,0,Colombo,none
60,05:30,Tuesday,April,1,0,Anuradhapura,shopping
45,05:45,Sunday,April,1,1,Anuradhapura,"shopping, tea/coffee shop"
15,12:15,Saturday,November,0,1,Katunayake,none
45,04:15,Friday,August,0,0,Anuradhapura,tea/coffee shop
75,02:45,Wednesday,December,1,0,Negombo,"visit beautiful place, shopping"
75,15:30,Saturday,November,0,1,Kandy,none
60,19:30,Thursday,April,1,0,Kurunegala,"dinner, shopping"
15,01:00,Saturday,December,1,1,Colombo,shopping
30,08:45,Wednesday,August,0,0,Galle,tea/coffee shop
45,21:30,Wednesday,June,0,0,Galle,none
90,06:15,Wednesday,October,0,0,Colombo,"visit beautiful place, shopping"
60,07:30,Saturday,May,0,1,Matara,"visit beautiful place, breakfast, shopping"
60,13:30,Tuesday,December,1,0,Anuradhapura,"lunch, shopping"
75,08:30,Friday,June,0,0,Kurunegala,none
90,16:15,Monday,December,1,0,Colombo,shopping
75,19:15,Tuesday,May,0,0,Kurunegala,"dinner, shopping"
75,20:00,Friday,February,0,0,Matara,"dinner, visit beautiful place, shopping"
30,11:45,Friday,April,1,0,Katunayake,shopping
75,08:30,Sunday,November,0,1,Kurunegala,"visit beautiful place, breakfast, shopping"
75,09:30,Thursday,April,1,0,Negombo,"visit beautiful place, breakfast, shopping"
75,11:15,Wednesday,September,0,0,Matara,"lunch, shopping"
75,11:15,Saturday,October,0,1,Galle,"lunch, shopping, visit beautiful place"
30,03:30,Friday,February,0,0,Matara,none
15,02:30,Tuesday,November,0,0,Kandy,shopping
75,20:00,Tuesday,April,1,0,Colombo,"dinner, visit beautiful place, shopping"
15,22:30,Sunday,July,0,1,Matara,none
30,15:30,Saturday,July,0,1,Kandy,tea/coffee shop
15,16:30,Tuesday,July,0,0,Katunayake,shopping
75,11:15,Friday,June,0,0,Kurunegala,"lunch, shopping"
15,16:15,Tuesday,September,0,0,Katunayake,none
30,02:30,Friday,January,0,0,Katunayake,none
15,14:00,Saturday,August,0,1,Kurunegala,none
75,11:45,Saturday,July,0,1,Colombo,"lunch, shopping, visit beautiful place"
15,16:00,Saturday,September,0,1,Negombo,none
60,20:30,Wednesday,January,0,0,Kandy,"dinner, shopping"
45,14:15,Friday,December,1,0,Negombo,"lunch, shopping"
45,01:15,Monday,March,0,0,Negombo,tea/coffee shop
75,10:00,Saturday,June,0,1,Kandy,"visit beautiful place, breakfast, shopping"
60,11:15,Tuesday,November,0,0,Matara,shopping
90,03:00,Sunday,January,0,1,Galle,"visit beautiful place, shopping"
75,12:45,Thursday,April,1,0,Kandy,"lunch, shopping, visit beautiful place"
45,06:15,Saturday,May,0,1,Galle,tea/coffee shop
60,22:45,Saturday,April,1,1,Matara,"visit beautiful place, shopping"
60,22:00,Saturday,August,0,1,Kurunegala,"visit beautiful place, shopping"
15,21:30,Friday,March,0,0,Kandy,none
45,16:30,Tuesday,June,0,0,Negombo,"shopping, tea/coffee shop"
75,10:45,Monday,April,1,0,Galle,none
60,15:00,Wednesday,May,0,0,Anuradhapura,shopping
45,02:15,Monday,October,0,0,Colombo,"shopping, tea/coffee shop"
75,10:30,Monday,March,0,0,Kandy,"visit beautiful place, breakfast, shopping"
60,19:15,Saturday,February,0,1,Colombo,"dinner, visit beautiful place, shopping"
75,12:45,Wednesday,June,0,0,Colombo,"lunch, shopping, visit beautiful place"
90,00:30,Thursday,March,0,0,Kandy,"visit beautiful place, shopping"
30,22:30,Sunday,May,0,1,Matara,tea/coffee shop
30,19:00,Tuesday,October,0,0,Anuradhapura,none
30,21:15,Monday,May,0,0,Galle,tea/coffee shop
75,10:00,Wednesday,March,0,0,Matara,"visit beautiful place, breakfast, shopping"
60,04:15,Sunday,April,1,1,Kurunegala,none
45,02:45,Tuesday,March,0,0,Kurunegala,tea/coffee shop
75,12:45,Sunday,November,0,1,Colombo,"lunch, shopping, visit beautiful place"
30,10:45,Monday,April,1,0,Colombo,shopping
30,10:45,Thursday,October,0,0,Matara,none
45,22:15,Thursday,June,0,0,Galle,"shopping, tea/coffee shop"
